YEAR,BFSNR,GDE_NAME,STF_O_KIRCHE1,STF_O_KIRCHE2,STF_O_KIRCHE3,STF_REF1,STF_REF2,STF_REF3,STF_KATH1,STF_KATH2,STF_KATH3,STF_CKRKATH1,STF_CKRKATH2,STF_CKRKATH3,JUR_PERS
2023,25,Dachsen,112,0,0,124,0,0,126,0,0,126,0,0,124.66
2023,26,Dorf,109,0,0,123,0,0,122,0,0,123,0,0,122.78
2023,27,Feuerthalen,114,0,0,127,0,0,128,0,0,128,0,0,127.41
2023,28,Flaach,107,0,0,119,0,0,120,0,0,121,0,0,119.25
2023,29,Flurlingen,112,0,0,124,0,0,126,0,0,126,0,0,124.64
2023,31,Henggart,102,0,0,116,0,0,115,0,0,116,0,0,115.74
2023,33,Kleinandelfingen,112,0,0,124,0,0,126,0,0,126,0,0,124.58
2023,34,Laufen-Uhwiesen,104,0,0,116,0,0,118,0,0,118,0,0,116.54
2023,35,Marthalen,105,0,0,119,0,0,119,0,0,119,0,0,119
2023,37,Ossingen,99,0,0,113,0,0,113,0,0,113,0,0,113
2023,38,Rheinau,116,0,0,130,0,0,130,0,0,130,0,0,130
2023,39,Thalheim a.d.Th.,104,0,0,116,0,0,117,0,0,118,0,0,116.22
2023,40,Trüllikon,114,0,0,128,0,0,128,0,0,128,0,0,128
2023,41,Truttikon,113,0,0,127,0,0,127,0,0,127,0,0,127
2023,43,Volken,111,0,0,123,0,0,124,0,0,125,0,0,123.22
2023,51,Bachenbülach,106,0,0,116,0,0,117,0,0,120,0,0,116.46
2023,52,Bassersdorf,114,0,0,126,0,0,123,0,0,128,0,0,124.53
2023,53,Bülach,110,0,0,120,0,0,121,0,0,124,0,0,120.49
2023,54,Dietlikon,102,0,0,114,0,0,110,0,0,116,0,0,112
2023,55,Eglisau,113,0,0,126,0,0,126,0,0,127,0,0,126
2023,56,Embrach,118,0,0,130,0,0,131,0,0,132,0,0,130.46
2023,57,Freienstein-Teufen,99,0,0,113,0,0,112,0,0,113,0,0,112.69
2023,58,Glattfelden,120,0,0,134,0,0,133,0,0,134,0,0,133.59
2023,59,Hochfelden,116,0,0,126,0,0,127,0,0,130,0,0,126.4
2023,60,Höri,110,0,0,120,0,0,121,0,0,124,0,0,120.56
2023,61,Hüntwangen,108,0,0,122,0,0,121,0,0,122,0,0,121.69
2023,62,Kloten,103,0,0,113,0,0,112,0,0,117,0,0,112.44
2023,63,Lufingen,89,0,0,101,0,0,102,0,0,103,0,0,101.46
2023,64,Nürensdorf,90,0,0,102,0,0,99,0,0,104,0,0,100.77
2023,65,Oberembrach,117,0,0,129,0,0,130,0,0,131,0,0,129.26
2023,66,Opfikon,94,0,0,102,0,0,101,0,0,108,0,0,101.35
2023,67,Rafz,113,0,0,127,0,0,126,0,0,127,0,0,126.64
2023,68,Rorbas,103,0,0,117,0,0,116,0,0,117,0,0,116.58
2023,69,Wallisellen,95,0,0,102,0,0,103,0,0,109,0,0,102.53
2023,70,Wasterkingen,116,0,0,130,0,0,129,0,0,130,0,0,129.75
2023,71,Wil,99,0,0,113,0,0,112,0,0,113,0,0,112.77
2023,72,Winkel,76,0,0,86,0,0,87,0,0,90,0,0,86.42
2023,81,Bachs,128,0,0,142,0,0,139,0,0,142,0,0,141.25
2023,82,Boppelsen,96,0,0,109,0,0,106,0,0,110,0,0,107.95
2023,83,Buchs,110,0,0,121,0,0,120,0,0,124,0,0,120.5
2023,84,Dällikon,108,0,0,119,0,0,118,0,0,122,0,0,118.43
2023,85,Dänikon,122,0,0,133,0,0,132,0,0,136,0,0,132.51
2023,86,Dielsdorf,105,0,0,117,0,0,116,0,0,119,0,0,116.47
2023,87,Hüttikon,117,0,0,130,0,0,127,0,0,131,0,0,128.5
2023,88,Neerach,77,0,0,89,0,0,88,0,0,91,0,0,88.63
2023,89,Niederglatt,106,0,0,119,0,0,117,0,0,120,0,0,118.17
2023,90,Niederhasli,112,0,0,125,0,0,123,0,0,126,0,0,124.02
2023,91,Niederweningen,102,0,0,112,0,0,113,0,0,116,0,0,112.41
2023,92,Oberglatt,117,0,0,130,0,0,128,0,0,131,0,0,128.84
2023,93,Oberweningen,96,0,0,106,0,0,107,0,0,110,0,0,106.4
2023,94,Otelfingen,112,0,0,125,0,0,122,0,0,126,0,0,123.47
2023,95,Regensberg,111,0,0,125,0,0,122,0,0,125,0,0,124.28
2023,96,Regensdorf,118,0,0,129,0,0,128,0,0,132,0,0,128.44
2023,97,Rümlang,109,0,0,123,0,0,120,0,0,123,0,0,121.38
2023,98,Schleinikon,108,0,0,118,0,0,119,0,0,122,0,0,118.32
2023,99,Schöfflisdorf,99,0,0,109,0,0,110,0,0,113,0,0,109.35
2023,100,Stadel,113,0,0,127,0,0,126,0,0,127,0,0,126.73
2023,101,Steinmaur,112,0,0,124,0,0,123,0,0,126,0,0,123.56
2023,102,Weiach,90,0,0,101,0,0,103,0,0,104,0,0,101.68
2023,111,Bäretswil,106,0,0,120,0,0,119,0,0,120,0,0,119.71
2023,112,Bubikon,118,0,0,132,0,0,130,131,0,132,0,0,131.62
2023,113,Dürnten,113,0,0,127,0,0,125,0,0,127,0,0,126.12
2023,114,Fischenthal,124,0,0,138,0,0,137,0,0,138,0,0,137.68
2023,115,Gossau,117,0,0,131,0,0,131,0,0,131,0,0,131
2023,116,Grüningen,113,0,0,127,0,0,126,0,0,127,0,0,126.66
2023,117,Hinwil,112,0,0,124,0,0,128,0,0,126,0,0,125.6
2023,118,Rüti,119,0,0,133,0,0,131,0,0,133,0,0,131.94
2023,119,Seegräben,113,0,0,125,0,0,127,0,0,127,0,0,125.7
2023,120,Wald,122,0,0,136,0,0,136,0,0,136,0,0,136
2023,121,Wetzikon,119,0,0,133,0,0,133,0,0,133,0,0,133
2023,131,Adliswil,102,0,0,112,0,0,110,0,0,116,0,0,110.86
2023,135,Kilchberg,72,0,0,81,0,0,78,0,0,86,0,0,79.59
2023,136,Langnau a.A.,106,0,0,116,0,0,120,0,0,120,0,0,118.12
2023,137,Oberrieden,88,0,0,100,0,0,99,0,0,102,0,0,99.58
2023,138,Richterswil,99,0,0,111,0,0,114,0,0,113,0,0,112.47
2023,139,Rüschlikon,75,0,0,85,0,0,85,0,0,89,0,0,85
2023,141,Thalwil,85,0,0,95,0,0,95,0,0,99,0,0,95
2023,151,Erlenbach,79,0,0,88,0,0,86,0,0,93,0,0,87.14
2023,152,Herrliberg,75,0,0,84,0,0,83,0,0,89,0,0,83.58
2023,153,Hombrechtikon,116,0,0,127,0,0,129,0,0,130,0,0,127.9
2023,154,Küsnacht,75,0,0,82,0,0,82,0,0,89,0,0,82
2023,155,Männedorf,93,0,0,105,0,0,104,0,0,107,0,0,104.58
2023,156,Meilen,79,0,0,88,0,0,86,0,0,93,0,0,87.16
2023,157,Oetwil a.S.,116,0,0,130,0,0,125,0,0,130,0,0,127.55
2023,158,Stäfa,78,0,0,89,0,0,89,0,0,92,0,0,89
2023,159,Uetikon a.S.,84,0,0,95,0,0,95,0,0,98,0,0,95
2023,160,Zumikon,81,0,0,89,0,0,90,0,0,95,0,0,89.42
2023,161,Zollikon,79,0,0,87,0,0,88,0,0,93,0,0,87.44
2023,172,Fehraltorf,109,0,0,122,0,0,121,0,0,123,0,0,121.59
2023,173,Hittnau,113,0,0,127,0,0,125,0,0,127,0,0,126.4
2023,176,Lindau,106,0,0,118,0,0,119,0,0,120,0,0,118.41
2023,177,Pfäffikon,110,0,0,122,0,0,122,0,0,124,0,0,122
2023,178,Russikon,113,0,0,125,0,0,125,0,0,127,0,0,125
2023,180,Weisslingen,116,0,0,129,0,0,128,0,0,130,0,0,128.71
2023,181,Wila,126,0,0,140,0,0,139,0,0,140,0,0,139.72
2023,182,Wildberg,127,0,0,141,0,0,140,0,0,141,0,0,140.8
2023,191,Dübendorf,96,0,0,107,0,0,106,0,0,110,0,0,106.44
2023,192,Egg,101,0,0,113,0,0,110,0,0,115,0,0,111.65
2023,193,Fällanden,99,0,0,110,0,0,109,0,0,113,0,0,109.51
2023,194,Greifensee,94,0,0,105,0,0,104,0,0,108,0,0,104.56
2023,195,Maur,85,0,0,94,0,0,94,0,0,99,0,0,94
2023,196,Mönchaltorf,108,0,0,121,0,0,117,0,0,122,0,0,119.56
2023,197,Schwerzenbach,101,0,0,112,0,0,111,0,0,115,0,0,111.51
2023,198,Uster,112,108,0,123,119,0,122,118,0,126,122,0,122.54
2023,199,Volketswil,103,0,0,112,0,0,113,0,0,117,0,0,112.48
2023,200,Wangen-Brüttisellen,101,0,0,112,0,0,109,0,0,115,0,0,110.44
2023,211,Altikon,114,0,0,126,0,0,127,0,0,128,0,0,126.18
2023,213,Brütten,89,0,0,101,0,0,102,0,0,103,0,0,101.28
2023,214,Dägerlen,105,0,0,119,0,0,118,0,0,119,0,0,118.8
2023,215,Dättlikon,116,0,0,128,0,0,129,0,0,130,0,0,128.24
2023,216,Dinhard,87,0,0,99,0,0,100,0,0,101,0,0,99.24
2023,218,Ellikon a.d.Th.,119,0,0,131,0,0,132,0,0,133,0,0,131.28
2023,219,Elsau,120,0,0,134,0,0,133,0,0,134,0,0,133.62
2023,220,Hagenbuch,116,0,0,130,0,0,130,0,0,130,0,0,130
2023,221,Hettlingen,96,0,0,109,0,0,109,0,0,110,0,0,109
2023,223,Neftenbach,105,0,0,114,0,0,118,0,0,119,0,0,115.2
2023,224,Pfungen,117,0,0,129,0,0,130,0,0,131,0,0,129.4
2023,225,Rickenbach,106,0,0,118,0,0,119,0,0,120,0,0,118.32
2023,226,Schlatt,125,0,0,139,0,0,137,0,0,139,0,0,138.6
2023,227,Seuzach,99,0,0,111,0,0,112,0,0,113,0,0,111.38
2023,228,Turbenthal,122,109,0,136,123,0,135,122,0,136,123,0,135.66
2023,230,Winterthur,125,0,0,138,0,0,142,0,0,139,0,0,139.72
2023,231,Zell,118,0,0,132,0,0,130,0,0,132,0,0,131.24
2023,241,Aesch,91,0,0,102,0,0,102,0,0,105,0,0,102
2023,242,Birmensdorf,112,0,0,123,0,0,123,0,0,126,0,0,123
2023,243,Dietikon,123,0,0,135,0,0,136,0,0,137,0,0,135.69
2023,244,Geroldswil,110,0,0,121,0,0,119,0,0,124,0,0,119.86
2023,245,Oberengstringen,112,0,0,122,0,0,125,0,0,126,0,0,123.74
2023,246,Oetwil a.d.L.,105,0,0,116,0,0,114,0,0,119,0,0,114.98
2023,247,Schlieren,111,0,0,122,0,0,121,0,0,125,0,0,121.28
2023,248,Uitikon,80,0,0,90,0,0,91,0,0,94,0,0,90.42
2023,249,Unterengstringen,100,0,0,111,0,0,113,0,0,114,0,0,112.08
2023,250,Urdorf,115,0,0,125,0,0,126,0,0,129,0,0,125.56
2023,251,Weiningen,103,0,0,114,0,0,112,0,0,117,0,0,112.94
2023,261,Zürich,119,0,0,129,0,0,129,0,0,133,0,0,129.01
2023,291,Andelfingen,114,0,0,126,0,0,128,0,0,128,0,0,126.5
2023,292,Stammheim,114,0,0,128,0,0,128,0,0,128,0,0,128
2023,293,Wädenswil,105,0,0,116,119,0,117,0,0,119,0,0,116.47
2023,294,Elgg,115,0,0,129,0,0,129,0,0,129,0,0,129
2023,295,Horgen,90,0,0,100,0,0,97,0,0,104,0,0,98.5
2023,296,Illnau-Effretikon,110,0,0,123,0,0,123,122,0,124,0,0,123
2023,297,Bauma,120,0,0,134,0,0,133,0,0,134,0,0,133.7
2023,298,Wiesendangen,88,0,0,102,102,0,101,101,0,102,0,0,101.68
2022,1,Aeugst a.A.,95,0,0,107,0,0,108,0,0,109,0,0,107.34
2022,2,Affoltern a.A.,124,0,0,136,0,0,137,0,0,138,0,0,136.5
2022,3,Bonstetten,109,0,0,121,0,0,120,0,0,123,0,0,120.56
2022,4,Hausen a.A.,112,0,0,124,0,0,126,0,0,126,0,0,124.88
2022,5,Hedingen,105,0,0,117,0,0,118,0,0,119,0,0,117.4
2022,6,Kappel a.A.,102,0,0,116,0,0,116,0,0,116,0,0,116
2022,7,Knonau,117,0,0,131,0,0,131,0,0,131,0,0,131
2022,8,Maschwanden,130,0,0,142,0,0,144,0,0,144,0,0,142.76
2022,9,Mettmenstetten,99,0,0,111,0,0,113,0,0,113,0,0,111.84
2022,10,Obfelden,121,0,0,133,0,0,134,0,0,135,0,0,133.48
2022,11,Ottenbach,117,0,0,129,0,0,130,0,0,131,0,0,129.43
2022,12,Rifferswil,125,0,0,137,0,0,139,0,0,139,0,0,137.62
2022,13,Stallikon,101,0,0,109,0,0,112,0,0,115,0,0,110.32
2022,14,Wettswil a.A.,89,0,0,97,0,0,100,0,0,103,0,0,98.32
2022,21,Adlikon,126,119,0,138,131,0,140,133,0,140,133,0,138.32
2022,22,Benken,114,0,0,128,0,0,128,0,0,128,0,0,128
2022,23,Berg a.I.,98,0,0,110,0,0,111,0,0,112,0,0,110.14
2022,24,Buch a.I.,106,0,0,118,0,0,119,0,0,120,0,0,118.18
2022,25,Dachsen,112,0,0,124,0,0,126,0,0,126,0,0,124.66
2022,26,Dorf,109,0,0,123,0,0,122,0,0,123,0,0,122.78
2022,27,Feuerthalen,114,0,0,127,0,0,128,0,0,128,0,0,127.41
2022,28,Flaach,107,0,0,119,0,0,120,0,0,121,0,0,119.25
2022,29,Flurlingen,112,0,0,124,0,0,126,0,0,126,0,0,124.6
2022,30,Andelfingen,114,0,0,126,0,0,128,0,0,128,0,0,126.56
2022,31,Henggart,102,0,0,116,0,0,115,0,0,116,0,0,115.74
2022,32,Humlikon,125,0,0,137,0,0,139,0,0,139,0,0,137.42
2022,33,Kleinandelfingen,112,0,0,124,0,0,126,0,0,126,0,0,124.56
2022,34,Laufen-Uhwiesen,102,0,0,114,0,0,116,0,0,116,0,0,114.56
2022,35,Marthalen,105,0,0,119,0,0,119,0,0,119,0,0,119
2022,37,Ossingen,99,0,0,113,0,0,113,0,0,113,0,0,113
2022,38,Rheinau,118,0,0,132,0,0,132,0,0,132,0,0,132
2022,39,Thalheim a.d.Th.,104,0,0,116,0,0,117,0,0,118,0,0,116.23
2022,40,Trüllikon,114,0,0,128,0,0,128,0,0,128,0,0,128
2022,41,Truttikon,115,0,0,129,0,0,129,0,0,129,0,0,129
2022,43,Volken,111,0,0,123,0,0,124,0,0,125,0,0,123.18
2022,51,Bachenbülach,106,0,0,116,0,0,117,0,0,120,0,0,116.47
2022,52,Bassersdorf,114,0,0,126,0,0,123,0,0,128,0,0,124.53
2022,53,Bülach,110,0,0,120,0,0,121,0,0,124,0,0,120.48
2022,54,Dietlikon,102,0,0,114,0,0,110,0,0,116,0,0,112.04
2022,55,Eglisau,113,0,0,126,0,0,126,0,0,127,0,0,126
2022,56,Embrach,118,0,0,130,0,0,131,0,0,132,0,0,130.45
2022,57,Freienstein-Teufen,99,0,0,113,0,0,112,0,0,113,0,0,112.68
2022,58,Glattfelden,120,0,0,134,0,0,133,0,0,134,0,0,133.59
2022,59,Hochfelden,116,0,0,126,0,0,127,0,0,130,0,0,126.4
2022,60,Höri,115,0,0,125,0,0,126,0,0,129,0,0,125.55
2022,61,Hüntwangen,108,0,0,122,0,0,121,0,0,122,0,0,121.67
2022,62,Kloten,103,0,0,113,0,0,112,0,0,117,0,0,112.44
2022,63,Lufingen,89,0,0,101,0,0,102,0,0,103,0,0,101.45
2022,64,Nürensdorf,90,0,0,102,0,0,99,0,0,104,0,0,100.8
2022,65,Oberembrach,117,0,0,129,0,0,130,0,0,131,0,0,129.24
2022,66,Opfikon,94,0,0,102,0,0,101,0,0,108,0,0,101.36
2022,67,Rafz,113,0,0,127,0,0,126,0,0,127,0,0,126.65
2022,68,Rorbas,103,0,0,117,0,0,116,0,0,117,0,0,116.58
2022,69,Wallisellen,97,0,0,105,0,0,105,0,0,111,0,0,105
2022,70,Wasterkingen,116,0,0,130,0,0,129,0,0,130,0,0,129.76
2022,71,Wil,104,0,0,118,0,0,117,0,0,118,0,0,117.76
2022,72,Winkel,76,0,0,86,0,0,87,0,0,90,0,0,86.4
2022,81,Bachs,127,0,0,141,0,0,138,0,0,141,0,0,140.28
2022,82,Boppelsen,94,0,0,107,0,0,104,0,0,108,0,0,105.95
2022,83,Buchs,110,0,0,121,0,0,120,0,0,124,0,0,120.51
2022,84,Dällikon,108,0,0,119,0,0,118,0,0,122,0,0,118.45
2022,85,Dänikon,120,0,0,131,0,0,130,0,0,134,0,0,130.5
2022,86,Dielsdorf,105,0,0,117,0,0,116,0,0,119,0,0,116.48
2022,87,Hüttikon,115,0,0,128,0,0,125,0,0,129,0,0,126.53
2022,88,Neerach,76,0,0,88,0,0,87,0,0,90,0,0,87.64
2022,89,Niederglatt,107,0,0,120,0,0,118,0,0,121,0,0,119.06
2022,90,Niederhasli,116,0,0,129,0,0,127,0,0,130,0,0,128.02
2022,91,Niederweningen,104,0,0,114,0,0,115,0,0,118,0,0,114.42
2022,92,Oberglatt,122,0,0,135,0,0,133,0,0,136,0,0,133.86
2022,93,Oberweningen,98,0,0,108,0,0,109,0,0,112,0,0,108.39
2022,94,Otelfingen,110,0,0,123,0,0,120,0,0,124,0,0,121.5
2022,95,Regensberg,106,0,0,120,0,0,117,0,0,120,0,0,119.28
2022,96,Regensdorf,118,0,0,129,0,0,128,0,0,132,0,0,128.44
2022,97,Rümlang,109,0,0,123,0,0,120,0,0,123,0,0,121.41
2022,98,Schleinikon,110,0,0,120,0,0,121,0,0,124,0,0,120.28
2022,99,Schöfflisdorf,101,0,0,111,0,0,112,0,0,115,0,0,111.36
2022,100,Stadel,112,0,0,126,0,0,125,0,0,126,0,0,125.74
2022,101,Steinmaur,114,0,0,126,0,0,125,0,0,128,0,0,125.57
2022,102,Weiach,89,0,0,100,0,0,102,0,0,103,0,0,100.66
2022,111,Bäretswil,106,0,0,120,0,0,119,0,0,120,0,0,119.71
2022,112,Bubikon,118,0,0,130,0,0,131,131,0,132,0,0,130.38
2022,113,Dürnten,115,0,0,129,0,0,128,0,0,129,0,0,128.57
2022,114,Fischenthal,124,0,0,138,0,0,137,0,0,138,0,0,137.69
2022,115,Gossau,119,0,0,133,0,0,133,0,0,133,0,0,133
2022,116,Grüningen,113,0,0,127,0,0,126,0,0,127,0,0,126.65
2022,117,Hinwil,112,0,0,124,0,0,128,0,0,126,0,0,125.6
2022,118,Rüti,121,0,0,135,0,0,134,0,0,135,0,0,134.48
2022,119,Seegräben,115,0,0,127,0,0,129,0,0,129,0,0,127.66
2022,120,Wald,122,0,0,136,0,0,138,0,0,136,0,0,137
2022,121,Wetzikon,119,0,0,133,0,0,133,0,0,133,0,0,133
2022,131,Adliswil,102,0,0,112,0,0,110,0,0,116,0,0,110.86
2022,135,Kilchberg,72,0,0,81,0,0,78,0,0,86,0,0,79.56
2022,136,Langnau a.A.,106,0,0,116,0,0,120,0,0,120,0,0,118.04
2022,137,Oberrieden,88,0,0,100,0,0,99,0,0,102,0,0,99.58
2022,138,Richterswil,101,0,0,113,0,0,116,0,0,115,0,0,114.47
2022,139,Rüschlikon,75,0,0,85,0,0,85,0,0,89,0,0,85
2022,141,Thalwil,85,0,0,95,0,0,95,0,0,99,0,0,95
2022,151,Erlenbach,79,0,0,88,0,0,86,0,0,93,0,0,87.1
2022,152,Herrliberg,78,0,0,87,0,0,86,0,0,92,0,0,86.57
2022,153,Hombrechtikon,119,0,0,130,0,0,132,0,0,133,0,0,130.9
2022,154,Küsnacht,75,0,0,82,0,0,82,0,0,89,0,0,82
2022,155,Männedorf,95,0,0,107,0,0,106,0,0,109,0,0,106.57
2022,156,Meilen,84,0,0,93,0,0,91,0,0,98,0,0,92.16
2022,157,Oetwil a.S.,119,0,0,133,0,0,128,0,0,133,0,0,130.55
2022,158,Stäfa,80,0,0,91,0,0,92,0,0,94,0,0,91.4
2022,159,Uetikon a.S.,87,0,0,98,0,0,98,0,0,101,0,0,98
2022,160,Zumikon,81,0,0,89,0,0,90,0,0,95,0,0,89.42
2022,161,Zollikon,82,0,0,90,0,0,91,0,0,96,0,0,90.44
2022,172,Fehraltorf,107,0,0,120,0,0,119,0,0,121,0,0,119.59
2022,173,Hittnau,116,0,0,130,0,0,128,0,0,130,0,0,129.42
2022,176,Lindau,108,0,0,120,0,0,121,0,0,122,0,0,120.41
2022,177,Pfäffikon,113,0,0,125,0,0,125,0,0,127,0,0,125
2022,178,Russikon,113,0,0,125,0,0,125,0,0,127,0,0,125
2022,180,Weisslingen,116,0,0,129,0,0,128,0,0,130,0,0,128.71
2022,181,Wila,129,0,0,143,0,0,142,0,0,143,0,0,142.71
2022,182,Wildberg,129,0,0,143,0,0,142,0,0,143,0,0,142.8
2022,191,Dübendorf,99,0,0,110,0,0,109,0,0,113,0,0,109.45
2022,192,Egg,101,0,0,113,0,0,110,0,0,115,0,0,111.65
2022,193,Fällanden,103,0,0,114,0,0,113,0,0,117,0,0,113.51
2022,194,Greifensee,94,0,0,105,0,0,104,0,0,108,0,0,104.56
2022,195,Maur,87,0,0,96,0,0,96,0,0,101,0,0,96
2022,196,Mönchaltorf,111,0,0,124,0,0,120,0,0,125,0,0,122.56
2022,197,Schwerzenbach,101,0,0,112,0,0,111,0,0,115,0,0,111.52
2022,198,Uster,112,108,0,123,119,0,122,118,0,126,122,0,122.53
2022,199,Volketswil,103,0,0,112,0,0,113,0,0,117,0,0,112.49
2022,200,Wangen-Brüttisellen,101,0,0,112,0,0,109,0,0,115,0,0,110.41
2022,211,Altikon,114,0,0,126,0,0,127,0,0,128,0,0,126.18
2022,213,Brütten,89,0,0,102,0,0,102,0,0,103,0,0,102
2022,214,Dägerlen,117,0,0,131,0,0,130,0,0,131,0,0,130.81
2022,215,Dättlikon,116,0,0,130,0,0,129,0,0,130,0,0,129.76
2022,216,Dinhard,87,0,0,99,0,0,100,0,0,101,0,0,99.23
2022,218,Ellikon a.d.Th.,119,0,0,131,0,0,132,0,0,133,0,0,131.27
2022,219,Elsau,120,0,0,134,0,0,133,0,0,134,0,0,133.62
2022,220,Hagenbuch,116,0,0,130,0,0,130,0,0,130,0,0,130
2022,221,Hettlingen,96,0,0,109,0,0,109,0,0,110,0,0,109
2022,223,Neftenbach,107,0,0,116,0,0,120,0,0,121,0,0,117.16
2022,224,Pfungen,117,0,0,129,0,0,130,0,0,131,0,0,129.39
2022,225,Rickenbach,106,0,0,118,0,0,119,0,0,120,0,0,118.31
2022,226,Schlatt,125,0,0,139,0,0,137,0,0,139,0,0,138.58
2022,227,Seuzach,99,0,0,111,0,0,112,0,0,113,0,0,111.37
2022,228,Turbenthal,124,121,0,138,135,0,137,134,0,138,135,0,137.67
2022,230,Winterthur,125,0,0,138,0,0,142,0,0,139,0,0,139.76
2022,231,Zell,118,0,0,132,0,0,130,0,0,132,0,0,131.22
2022,241,Aesch,89,0,0,100,0,0,100,0,0,103,0,0,100
2022,242,Birmensdorf,112,0,0,123,0,0,123,0,0,126,0,0,123
2022,243,Dietikon,123,0,0,135,0,0,136,0,0,137,0,0,135.69
2022,244,Geroldswil,110,0,0,121,0,0,119,0,0,124,0,0,119.86
2022,245,Oberengstringen,112,0,0,122,0,0,125,0,0,126,0,0,123.65
2022,246,Oetwil a.d.L.,108,0,0,119,0,0,117,0,0,122,0,0,118.02
2022,247,Schlieren,111,0,0,122,0,0,123,0,0,125,0,0,122.71
2022,248,Uitikon,80,0,0,90,0,0,91,0,0,94,0,0,90.42
2022,249,Unterengstringen,100,0,0,111,0,0,113,0,0,114,0,0,112.08
2022,250,Urdorf,118,0,0,128,0,0,129,0,0,132,0,0,128.55
2022,251,Weiningen,103,0,0,114,0,0,112,0,0,117,0,0,112.92
2022,261,Zürich,119,0,0,129,0,0,129,0,0,133,0,0,129.01
2022,292,Stammheim,119,0,0,133,0,0,133,0,0,133,0,0,133
2022,293,Wädenswil,105,0,0,116,119,0,117,0,0,119,0,0,116.47
2022,294,Elgg,115,0,0,129,0,0,129,0,0,129,0,0,129
2022,295,Horgen,90,0,0,100,0,0,98,0,0,104,0,0,99
2022,296,Illnau-Effretikon,110,0,0,123,0,0,123,122,0,124,0,0,123
2022,297,Bauma,120,0,0,134,0,0,133,0,0,134,0,0,133.71
2022,298,Wiesendangen,90,0,0,104,104,0,103,103,0,104,0,0,103.68
2021,1,Aeugst a.A.,95,0,0,107,0,0,108,0,0,109,0,0,107.34
2021,2,Affoltern a.A.,124,0,0,136,0,0,137,0,0,138,0,0,136.5
2021,3,Bonstetten,109,0,0,122,0,0,120,0,0,123,0,0,121.12
2021,4,Hausen a.A.,112,0,0,126,0,0,126,0,0,126,0,0,126
2021,5,Hedingen,105,0,0,117,0,0,118,0,0,119,0,0,117.4
2021,6,Kappel a.A.,102,0,0,116,0,0,116,0,0,116,0,0,116
2021,7,Knonau,117,0,0,131,0,0,131,0,0,131,0,0,131
2021,8,Maschwanden,129,0,0,143,0,0,143,0,0,143,0,0,143
2021,9,Mettmenstetten,99,0,0,111,0,0,113,0,0,113,0,0,111.84
2021,10,Obfelden,121,0,0,133,0,0,134,0,0,135,0,0,133.48
2021,11,Ottenbach,117,0,0,131,0,0,130,0,0,131,0,0,130.57
2021,12,Rifferswil,125,0,0,139,0,0,139,0,0,139,0,0,139
2021,13,Stallikon,101,0,0,109,0,0,112,0,0,115,0,0,110.32
2021,14,Wettswil a.A.,85,0,0,93,0,0,96,0,0,99,0,0,94.32
2021,21,Adlikon,124,117,0,136,129,0,138,131,0,138,131,0,136.32
2021,22,Benken,114,0,0,128,0,0,128,0,0,128,0,0,128
2021,23,Berg a.I.,98,0,0,110,0,0,111,0,0,112,0,0,110.14
2021,24,Buch a.I.,106,0,0,118,0,0,119,0,0,120,0,0,118.18
2021,25,Dachsen,109,0,0,121,0,0,123,0,0,123,0,0,121.66
2021,26,Dorf,109,0,0,123,0,0,122,0,0,123,0,0,122.77
2021,27,Feuerthalen,114,0,0,128,0,0,128,0,0,128,0,0,128
2021,28,Flaach,107,0,0,119,0,0,120,0,0,121,0,0,119.25
2021,29,Flurlingen,112,0,0,124,0,0,126,0,0,126,0,0,124.6
2021,30,Andelfingen,112,0,0,124,0,0,126,0,0,126,0,0,124.56
2021,31,Henggart,100,0,0,114,0,0,113,0,0,114,0,0,113.74
2021,32,Humlikon,123,0,0,135,0,0,137,0,0,137,0,0,135.42
2021,33,Kleinandelfingen,110,0,0,122,0,0,124,0,0,124,0,0,122.56
2021,34,Laufen-Uhwiesen,102,0,0,114,0,0,116,0,0,116,0,0,114.56
2021,35,Marthalen,109,0,0,123,123,0,123,0,0,123,0,0,123
2021,37,Ossingen,99,0,0,113,0,0,113,0,0,113,0,0,113
2021,38,Rheinau,118,0,0,132,0,0,132,0,0,132,0,0,132
2021,39,Thalheim a.d.Th.,102,0,0,114,0,0,115,0,0,116,0,0,114.23
2021,40,Trüllikon,114,0,0,128,0,0,128,0,0,128,0,0,128
2021,41,Truttikon,118,0,0,132,0,0,132,0,0,132,0,0,132
2021,43,Volken,111,0,0,123,0,0,124,0,0,125,0,0,123.18
2021,51,Bachenbülach,106,0,0,116,0,0,117,0,0,120,0,0,116.47
2021,52,Bassersdorf,109,0,0,121,0,0,118,0,0,123,0,0,119.53
2021,53,Bülach,110,0,0,120,0,0,121,0,0,124,0,0,120.48
2021,54,Dietlikon,98,0,0,110,0,0,106,0,0,112,0,0,108.04
2021,55,Eglisau,113,0,0,127,0,0,126,0,0,127,0,0,126.62
2021,56,Embrach,118,0,0,130,0,0,131,0,0,132,0,0,130.45
2021,57,Freienstein-Teufen,99,0,0,113,0,0,112,0,0,113,0,0,112.68
2021,58,Glattfelden,120,0,0,134,0,0,133,0,0,134,0,0,133.59
2021,59,Hochfelden,116,0,0,126,0,0,127,0,0,130,0,0,126.4
2021,60,Höri,117,0,0,127,0,0,128,0,0,131,0,0,127.55
2021,61,Hüntwangen,104,0,0,118,0,0,117,0,0,118,0,0,117.72
